Title,PID,Description
"20th Reunion of the Grinnell High School Class of 1952",grinnell:13098,"Photo of the 20th reunion of the Grinnell High School class of 1952 held in the Elks Hall in Grinnell, Iowa in 1972. Those identified are front row, left to right: Gordon Felper, Tom Parmley, John Taylor, Larry Lang, Roger Tharp, Larry German, Dean Moyer, Bill Gilbreath, and Neil Johnson. Two faculty members are sitting in the second row, one of whom is Esther Norris. Back row, third from right: Jeanette (Starnes) Lender. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-6, People."
21-83,faulconer-art:2383,
"22 iiunia 1941 g.",faulconer-art:532,
"2322 Olive Street, Cedar Falls, Iowa",grinnell:14143,"Two story Victorian residence with utility pole in front. Series 732."
"2nd Avenue and Main St",grinnell:3310,"Photograph of the city water system located at the corner of 2nd Avenue and Main Street. It was built in 1894 of brick. The cistern is visible in the foreground; the pump house is in the background. The standpipe was half masonry with a balcony on the top and a ladder to reach balcony alongside the pipe. That balcony was the vantage point for photography, most notably a double panoramic view of Grinnell."
"3(2/2) 3rd Drei Hallerte Wurful",faulconer-art:1219,
"3rd and RR & Broad Street",grinnell:3296,"Photograph of the Morrison & McIntosh glove factory located at 3rd and RR & Broad Street. Built in 1895, it was later owned by DeLong Sportswear and eventually was purchased and renovated by Grinnell College."
"4022 Landscape Sound No. 314",faulconer-art:4169,
"4026 Landscape Sound No. 318",faulconer-art:4170,
"403 Main Street",grinnell:19316,"View of 403 Main Street looking north. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.8, slide 3."
"411 First Avenue",grinnell:12195,"Photo of the home of the Renfrow family at 411 First Avenue in Grinnell, Iowa in the 1960s."
"411 First Avenue",grinnell:12185,"Photograph of 411 First Avenue in Grinnell, Iowa, in the early 1960s. This house was the home of the Renfrow family for many years."
"418 East Street",grinnell:3274,"Photograph of the house at 418 East Street. Construction date is unknown, but it is listed in the 1878 City Directory, It was owned by Samuel A. Cravath, editor of Grinnell Herald, the older and more prestigious of the two newspapers in town (the other being the Grinnell Register). In 1916, the Herald office was built (813 5th Avenue). That same year, the Register built a new building (937 Broad Street). In 1936, the papers merged into the Grinnell Herald-Register. The top floor of this building was an apartment for the editor of the Register. Later on, John Parish (doctor) had his office in the first floor. The tower was later removed."
"436 East Street",grinnell:3261,"Photograph of the house at 436 East Street built in the 1860s for Samuel F. Cooper, a banker, real estate broker, and politician. The house sat on 40 acres well back from East Street. The porte cochere was one of the few in town. The house was later owned by Frank Almy, a professor of physics at Grinnell College. The house was burned down by design in 1978. This photograph was taken in the 1920s."
"45000 Ton Battleship U.S.S. Iowa",grinnell:16649,"45000 Ton Battleship U.S.S. Iowa"
"451, from City-Scapes portfolio",faulconer-art:2905,
"4th Ave. Grinnell, Ia. 5188",grinnell:12244,"View looking east along Fourth Avenue from the corner of Main Street and Fourth Avenue in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-5, Views of Grinnell."
"4th Avenue  and Main Street",grinnell:21311,"The west side of the 900 block of Main Street in Grinnell, Iowa. Rainbow's End, Hammen Jewelry., KGRN, Brown's Shoes, and Spurgeon's are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.6, slide 20."
"4th Avenue After Village Decorating Renovation",grinnell:21497,"Looking west down 4th Avenue in Grinnell, Iowa, after re\novation of Village Decorating. Arnold's Shoes and Videoland are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p22, slide 8."
"4th Avenue East of the Alley",grinnell:21564,"The south side of Fourth Avenue between Main and Broad Streets in Grinnell, Iowa, east of the alley. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.28, slide 20."
"4th Avenue Looking East",grinnell:21527,"Fourth Avenue looking east towards Broad Street in Grinnell, Iowa. Merchant's National Bank, Cunningham Drug, Hamilton's Travel, and the Shirt Shoppe are all visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.25, slide 18."
"4th Avenue Looking West",grinnell:21383,"4th Avenue looking west from Broad Street in Grinnell, Iowa. Carol's Hair Styles, AID, Hamilton's Insurance, Danish Maid Bakery, and Grinnell State Bank are visible on the left. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.13, slide 3."
"4th Avenue Looking West Toward Main Street",grinnell:21530,"Fourth Avenue looking west towards Main Street from Central Park in Grinnell, Iowa. Cunningham Drug and Merchant's National Bank are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.26, slide 1."
"4th Avenue and Broad Street",grinnell:21559,"The southwest corner of Fourth Avenue and Broad Street in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.28, slide 15."
"4th Avenue and Main Street",grinnell:21307,"Main Street looking north from 4th Avenue in Grinnell, Iowa. The corner building on the left (901 Main Street) is known as the Corrough Block. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.6, slide 11."
"4th Avenue from Park Street and Central Park",grinnell:21528,"Fourth Avenue looking west towards Main Street from Central Park in Grinnell, Iowa. Cunningham Drug and Merchant's National Bank are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.25, slide 19."
"4th Avenue with Danish Maid Bakery",grinnell:21567,"The south side of Fourth Avenue in Grinnell, Iowa. Danish Maid Bakery, Rags and Riches, and Hamilton's Insurance are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.29, slide 6."
"4th Avenue with Hamilton's Insurance and Rags and Riches",grinnell:21568,"The south side of Fourth Avenue east of Main Street in Grinnell, Iowa. Danish Maid Bakery, Rags and Riches, and Hamilton's Insurance are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.29, slide 9."
"5-layer Scan Print",grinnell:17949,"Manipulated scan. 5 color acrylic screen-print."
"50 Years to the Day : the Unraveling of American Global Power",grinnell:23192,"Promoting a talk by Ambassador Kenneth M. Quinn, president of the World Food Prize Foundation."
"50 Yuan That Can Change Lives : An Internet Based Microfinance Platform",grinnell:4997,"Poster advertising a talk by Xiaorong Yin as part of his 2012 Davis Project for Peace."
"531 Park",grinnell:3276,"The house was originally built in 1876. It was owned by Charles R. Morse a grain merchant, banker, and entrepreneur. The Italianate house eventually had six porches, most of which were later removed. The house was demolished to accommodate construction of town homes for the Mayflower Community. The address was given at various times as 531 Park, 533 Park, and 918 First Ave.; ."
"534 Main Street",grinnell:20424,"534 Main Street, the home of Jonathan and Martha Child taken in 1898 in Grinnell, Iowa. Jonathan Child is holding the horse's rein; Martha Child is seated on the porch; Chloe Child is standing on the porch; and Frank Child is standing on the sidewalk behind the carriage."
"54 Hours",grinnell:17953,"Improvised drawing."
"5th & Park",grinnell:3264,"Photograph of the house at the NW corner of 5th Ave. & Park St. The brick house was probably built in the late 1850s by H. G. Little. The house was later purchased by a group of Grinnell College trustees to serve as the college president's home. H.G. Little built his new home at 1127 Park Street. That house is no longer standing."
"5th Avenue from Broad Street",grinnell:21649,"Looking west along the south side of Fifth Avenue from Broad Street in Grinnell, Iowa. The Corner Stone and Pagliai's Pizza are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.35, slide 7."
"5th Street, west, Carroll, Iowa",grinnell:13866,"Looking west from corner of Fifth Street and Main Street. Number 40681. Series 8A771."
"609 Sixth Avenue, Grinnell, Iowa",grinnell:26640,"Black and white photograph of the George Hamlin house at 609 6th Avenue in Grinnell. This picture shows the remodeling done to the house between 1892 and 1900 to modernize it. A large porch was added on the first floor and a dormer on the front of the house was added to the attic."
"613 Sixth Avenue, Grinnell, Iowa",grinnell:26643,"Black and white photograph of a house at 613 6th Avenue in Grinnell."
"620 East Street South",grinnell:21188,"Five views of 620 East Street South in Grinnell, Iowa, built by Ralph Bohstedt in 1982-83 for his parents Ed and Ann Bohstedt. The home was their dream home and was designed by them."
"631 East Street",grinnell:21196,"Apartment building at 631 East Street in Grinnell, Iowa, built by Bohstedt Construction in 1990."
"6th & Broad",grinnell:3258,"Photograph of the house at 6th Avenue and Broad Street, built sometime before 1884. It was originally owned by George Magoun, the first president of Iowa (Grinnell) College. The house faced east onto Broad Street. A house on this site is listed in the 1878 City Directory. The house was purchased by a Spaulding brother who gave it to a moving company. The moving company split the house in half. The back portion was moved to 717 West Street and the front portion to 1130 Summer Street. The horse visible in the image is tethered on Broad Street, north of present Smith Funeral Home. The site is now (2013) occupied by Pizza Hut."
"6th and West (NW Corner)",grinnell:3270,"Photographs of the house just west of the northwest corner of 6th and West St. The City Directory of 1878 has Mrs. A.J. Hamlin at this address. She is also listed in the 1894-95 City Directory. Changes to the original building included cutting off the SE corner bay window and making a picture window, adding a wraparound veranda with pediment and enclosing the former bay window. The roof was raised and peaked to provide an attic with window. One photo (B) is early, before the changes, and the other (A) shows the later modifications."
"716 4th Avenue",grinnell:3290,"Photograph of Child's Livery & Feed Stable, located at 716 4th Avenue. The brick building was constructed in 1880."
"717 Fifth Avenue",grinnell:21662,"717 Fifth Avenue in Grinnell, Iowa, which housed Century 21 Realty. . Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.36, slide 5."
"72"" Indep[endent] Head Wall on Armco Paved Invert Pip under 8' Fill, Iowa Culvert and Pipe Co., Des Moines, Iowa",grinnell:16846,"Man standing in Armco Culvert. 1918 ad about Armco Culverts: ""'Armco' Iron Culverts cost less per year than any other type of construction you can use to drain railroad tracks or highways. They have been on the market for years and have been installed in all parts of the country — in all kinds of soils — under all imaginable conditions — and they have made good. They last! Made of the most durable of available culvert metals — rust-resisting 'ARMCO' Iron — light, strong, resilient. Easily and quickly installed with ordinary labor, and once in the ground there to stay."""
